row_id,claim_id,claim_text,final_label,support_count,contradict_count,max_similarity
46,46_claim_2,"Boyhood was spent roaming the plains with his father, learning to track, tame horses and steer by the stars.",INSUFFICIENT,0,0,0.16162551258257274
48,48_claim_1,"Passing as a half-caste gaucho he worked on a ranch, picked up Spanish and the settlers’ rules, yet guarded his tribe’s herb lore and nature beliefs.",INSUFFICIENT,0,0,0.1308189015892231
4,4_claim_1,"Sitting in on lectures uninvited, he was thrown out after shouting “The secret is on the 37th southern parallel!” while the professor explained Earth’s equatorial bulge.",INSUFFICIENT,0,0,0.17385297910040465
50,50_claim_1,He saved an old shepherd bitten by a viper; in gratitude the man gave him a secret map of pampas water-holes and taught him that a guide’s duty is to keep life moving.,INSUFFICIENT,0,0,0.15093171258633636
54,54_claim_1,"He briefly loved Chilean doctor Mariana, who wanted him to settle down but was refused; she died nursing cholera-stricken Indians.",INSUFFICIENT,0,0,0.14814404758863542
54,54_claim_2,When he burned her belongings he kept the brass compass she had given him.,INSUFFICIENT,0,0,0.1928188886862117
55,55_claim_1,"His first double role: hired by a British Geographical Society expedition, he quietly altered the route to shield sacred Indian sites.",INSUFFICIENT,0,0,0.18214404031552456
57,57_claim_1,"Early trauma: at seven his father vanished in a local uprising, at nine his mother died of illness; a banished Jesuit, Father Leclere, raised him in a mountain mission.",INSUFFICIENT,0,0,0.1580616642146316
5,5_claim_1,"During an Algerian geological survey he shielded a box of specimens in a sand-storm, was struck on the head and afterwards often mixed up dates and directions.",INSUFFICIENT,0,0,0.17792021854551013
62,62_claim_1,"Loss turned him taciturn, acting more than speaking; he felt deep pity for sufferers and stayed calmly watchful toward oppressors.",INSUFFICIENT,0,0,0.11375349576963548
63,63_claim_1,With the rescue squad he learned enough nautical English to converse with Captain Horace and the sailors.,INSUFFICIENT,0,0,0.180504160937875
65,65_claim_1,"British officers marvelled that he handled canoe, coast and jungle with equal ease, shuttling supplies and so preparing his later berth on the Dartmouth.",INSUFFICIENT,0,0,0.15966208714785732
66,66_claim_1,"Lord Glenarvan met him briefly at a London Royal Geographical Society dinner, was struck by his encyclopaedic knowledge of mountains and seas and hired him at once as guide for the South-American interior.",INSUFFICIENT,0,0,0.25904333467348284
67,67_claim_1,"Born on New Zealand’s North-island east coast to a Maori war-chief father and a priestess mother skilled in herbs and star-reading, he saw his father ambushed by a British musket squad, the body mutilated, the left ear taken as trophy; his mother tattooed a vengeance curse on his chest with ochre.",INSUFFICIENT,0,0,0.1459246603758702
68,68_claim_1,"At ten, migrating with his clan, a flame-shaped birth-mark on his forehead convinced elders he was the reincarnation of the “sun-devouring warrior.” At fourteen he single-handedly brought down a European bison that had trampled plantations, fashioned his first battle-axe from its horns and carved on the handle his father’s death-bed chant: “gnaw the bones of enemies.”",INSUFFICIENT,0,0,0.1820568422565974
69,69_claim_1,At seventeen he was poisoned by an uncle during a succession struggle; manuka-bark saved him and left his nature darker.,INSUFFICIENT,0,0,0.1935710043227286
69,69_claim_2,"To obtain powder against the colonists he led thirty warriors against the French merchantman Amethyst, seized flint-lock muskets and picked up basic French, then discovered the captain selling Maori slaves and sacrificed every prisoner to the volcano-god.",INSUFFICIENT,0,0,0.17277137966437525
6,6_claim_1,"In a Marseille waterfront bar he met young Captain Grant; a fierce argument over Magellan Strait tides almost came to blows, but ended in mutual respect and an exchange of pocket-watches.",INSUFFICIENT,0,0,0.1291359972526091
71,71_claim_1,"During the north-island war he let troops burn an empty village, lured them into a swamp and battered them with captured European cannon; the victory won him the name “Bone-Eater,” but shrapnel crippled his left leg and he thereafter leaned on a peach-wood staff carved with sea-monster totems.",INSUFFICIENT,0,0,0.13765629894883574
73,73_claim_1,"Finding missionaries wrapping opium in Bible pages, he ordered every book burned except the sheepskin map showing ancestral migration routes.",INSUFFICIENT,0,0,0.1079477801739325
74,74_claim_1,Before each fight he studied the crack-patterns of his mother’s shark-tooth necklace by moonlight to divine the outcome.,INSUFFICIENT,0,0,0.1758822146467519
76,76_claim_1,"He carried a European pocket-watch taken from the French mate, its inner lid holding a lock of Julia’s hair, which explained both his grasp of mechanical time and his disgust for Christian objects.",INSUFFICIENT,0,0,0.12838852202098283
79,79_claim_1,"After the killing, elders held a “Blood-and-Bone” rite; he lifted fragments of his mother’s burnt bones to his lips to “breathe in her spirit,” a ritual he repeated whenever catastrophe loomed, turning him gloomy yet unyielding.",INSUFFICIENT,0,0,0.1321991917319005
83,83_claim_1,"At eighteen, on the run in Tasmania, he met the escaped convict Ayrton hiding in the bush; the two fugitives pooled their languages and survival skills, raided together for ransom and forged a brotherhood laced with mutual wariness.",INSUFFICIENT,0,0,0.20374468434534382
84,84_claim_1,"In a skirmish at a British outpost friendly fire killed several of his comrades; he took bones from their bodies as tokens, swore to shield the survivors and from that moment sealed his emotions.",INSUFFICIENT,0,0,0.13024154662597193
88,88_claim_1,"Under the alias “Citizen Noirtier” he joined the Girondins, drafted parts of the Revolutionary Code and broke with Robespierre over whether courts should keep formal procedures.",INSUFFICIENT,0,0,0.17242164505249286
89,89_claim_1,"**Turning Point**: Arguing for procedural justice at Louis XVI’s trial (1793) he was driven from the inner circle, an experience that later anchored his insistence on legal formalism.",INSUFFICIENT,0,0,0.1307375837294617
8,8_claim_1,While being helped by a native tribe he won their trust by sketching star-maps and in return learned tracking techniques and herbal lore.,INSUFFICIENT,0,0,0.13754347863000155
90,90_claim_1,"To obtain royalist intelligence from the Vendée he married Éloïse, daughter of a ruined local noble (1800); when he learned she secretly backed the Chouans he arranged her “accidental” drowning (1802).",INSUFFICIENT,0,0,0.18242841894267645
92,92_claim_1,"**Father-son Rift**: Discovering that his elder son Gérard (Villefort) sought to wed into the old aristocracy, Noirtier publicly burned the Saint-Méran betrothal contract (1804), forcing Villefort to flee to Paris overnight.",INSUFFICIENT,0,0,0.1928863922094283
96,96_claim_1,When he saw that Valentine had inherited his trembling hands he began training her to communicate by eye movement (1819); after his own paralysis the method evolved into a blink-code.,INSUFFICIENT,0,0,0.18080984253904533
98,98_claim_1,"Hidden Waterloo-era diplomatic letters in his study ensured that political foes dared not silence him, explaining how he could still shield Valentine after losing the power of speech.",INSUFFICIENT,0,0,0.16211324003861471
99,99_claim_1,"Born into a Parisian legal family, he absorbed his father’s staunch republicanism and his mother’s gentler sensibility, learning to balance reason with feeling.",INSUFFICIENT,0,0,0.10288135811476416
9,9_claim_1,"He accidentally slipped a farewell letter to his French sweetheart into an academic report; the romance ended, yet the Academy of Sciences praised the document.",INSUFFICIENT,0,0,0.26827502744829346
